# E(eV)          SpinUpDos SpinDownDos
-11.109421728933474682  0.000000000000000000 0.000000000000000000
-11.099421729016523130  0.000000000000000000 0.000000000000000000
-11.089421729099573355  0.000000000000000000 0.000000000000000000
-11.079421729182621803  0.000000000000000000 0.000000000000000000
-11.069421729265670251  0.000000000000000000 0.000000000000000000
-11.059421729348718699  0.000000000000000000 0.000000000000000000
-11.049421729431768924  0.000000000000000000 0.000000000000000000
-11.039421729514817372  0.000000000000000000 0.000000000000000000
-11.029421729597865820  0.000000000000000000 0.000000000000000000
-11.019421729680916044  0.000000000000000000 0.000000000000000000
-11.009421729763964493  0.000000000000000000 0.000000000000000000
-10.999421729847012941  0.000000000000000000 0.000000000000000000
-10.989421729930061389  0.000000000000000000 0.000000000000000000
-10.979421730013111613  0.000000000000000000 0.000000000000000000
-10.969421730096160061  0.000000000000000000 0.000000000000000000
-10.959421730179208510  0.000000000000000000 0.000000000000000000
-10.949421730262256958  0.000000000000000000 0.000000000000000000
-10.939421730345307182  0.000000000000000000 0.000000000000000000
-10.929421730428355630  0.000000000000000000 0.000000000000000000
-10.919421730511404078  0.000000000000000000 0.000000000000000000
-10.909421730594454303  0.000000000000000000 0.000000000000000000
-10.899421730677502751  0.000000000000000000 0.000000000000000000
-10.889421730760551199  0.000000000000000000 0.000000000000000000
-10.879421730843599647  0.000000000000000000 0.000000000000000000
-10.869421730926649872  0.000000000000000000 0.000000000000000000
-10.859421731009698320  0.000000000000000000 0.000000000000000000
-10.849421731092746768  0.000000000000000000 0.000000000000000000
-10.839421731175796992  0.000000000000000000 0.000000000000000000
-10.829421731258845440  0.000000000000000000 0.000000000000000000
-10.819421731341893889  0.000000000000000000 0.000000000000000000
-10.809421731424942337  0.000000000000000000 0.000000000000000000
-10.799421731507992561  0.000000000000000000 0.000000000000000000
-10.789421731591041009  0.000000000000000000 0.000000000000000000
-10.779421731674089457  0.000000000000000000 0.000000000000000000
-10.769421731757139682  0.000000000000000000 0.000000000000000000
-10.759421731840188130  0.000000000000000000 0.000000000000000000
-10.749421731923236578  0.000000000000000000 0.000000000000000000
-10.739421732006285026  0.000000000000000000 0.000000000000000000
-10.729421732089335251  0.000000000000000000 0.000000000000000000
-10.719421732172383699  0.000000000000000000 0.000000000000000000
-10.709421732255432147  0.000000000000000000 0.000000000000000000
-10.699421732338480595  0.000000000000000000 0.000000000000000000
-10.689421732421530820  0.000000000000000000 0.000000000000000000
-10.679421732504579268  0.000000000000000000 0.000000000000000000
-10.669421732587627716  0.000000000000000000 0.000000000000000000
-10.659421732670677940  0.000000000000000000 0.000000000000000000
-10.649421732753726388  0.000000000000000000 0.000000000000000000
-10.639421732836774837  0.000000000000000000 0.000000000000000000
-10.629421732919835719  0.000000000000000000 0.000000000000000000
-10.619421733002885944  0.000000000000000000 0.000000000000000000
-10.609421733085934392  0.000000000000000000 0.000000000000000000
-10.599421733168982840  0.000000000000000000 0.000000000000000000
-10.589421733252031288  0.000000000000000000 0.000000000000000000
-10.579421733335081512  0.000000000000000000 0.000000000000000000
-10.569421733418129961  0.000000000000000000 0.000000000000000000
-10.559421733501178409  0.000000000000000000 0.000000000000000000
-10.549421733584226857  0.000000000000000000 0.000000000000000000
-10.539421733667277081  0.000000000000000000 0.000000000000000000
-10.529421733750325529  0.000000000000000000 0.000000000000000000
-10.519421733833373978  0.000000000000000000 0.000000000000000000
-10.509421733916424202  0.000000000000000000 0.000000000000000000
-10.499421733999472650  0.000000000000000000 0.000000000000000000
-10.489421734082521098  0.000000000000000000 0.000000000000000000
-10.479421734165569546  0.000000000000000000 0.000000000000000000
-10.469421734248619771  0.000000000000000000 0.000000000000000000
-10.459421734331668219  0.000000000000000000 0.000000000000000000
-10.449421734414716667  0.000000000000000000 0.000000000000000000
-10.439421734497766892  0.000000000000000000 0.000000000000000000
-10.429421734580815340  0.000000000000000000 0.000000000000000000
-10.419421734663863788  0.000000000000000000 0.000000000000000000
-10.409421734746912236  0.000000000000000000 0.000000000000000000
-10.399421734829962460  0.000000000000000000 0.000000000000000000
-10.389421734913010908  0.000000000000000000 0.000000000000000000
-10.379421734996059357  0.000000000000000000 0.000000000000000000
-10.369421735079109581  0.000000000000000000 0.000000000000000000
-10.359421735162158029  0.000000000000000000 0.000000000000000000
-10.349421735245206477  0.000000000000000000 0.000000000000000000
-10.339421735328254925  0.000000000000000000 0.000000000000000000
-10.329421735411305150  0.000000000000000000 0.000000000000000000
-10.319421735494353598  0.000000000000000000 0.000000000000000000
-10.309421735577402046  0.000000000000000000 0.000000000000000000
-10.299421735660450494  0.000000000000000000 0.000000000000000000
-10.289421735743500719  0.000000000000000000 0.000000000000000000
-10.279421735826549167  0.000000000000000000 0.000000000000000000
-10.269421735909597615  0.000000000000000000 0.000000000000000000
-10.259421735992647839  0.000000000000000000 0.000000000000000000
-10.249421736075696288  0.000000000000000000 0.000000000000000000
-10.239421736158744736  0.000000000000000000 0.000000000000000000
-10.229421736241793184  0.000000000000000000 0.000000000000000000
-10.219421736324843408  0.000000000000000000 0.000000000000000000
-10.209421736407891856  0.000000000000000000 0.000000000000000000
-10.199421736490940305  0.000000000000000000 0.000000000000000000
-10.189421736573990529  0.000000000000000000 0.000000000000000000
-10.179421736657038977  0.000000000000000000 0.000000000000000000
-10.169421736740087425  0.000000000000000000 0.000000000000000000
-10.159421736823135873  0.000000000000000000 0.000000000000000000
-10.149421736906186098  0.000000000000000000 0.000000000000000000
-10.139421736989234546  0.000000000000000000 0.000000000000000000
-10.129421737072282994  0.000000000000000000 0.000000000000000000
-10.119421737155331442  0.000000000000000000 0.000000000000000000
-10.109421737238381667  0.000000000000000000 0.000000000000000000
-10.099421737321430115  0.000000000000000000 0.000000000000000000
-10.089421737404478563  0.000000000000000000 0.000000000000000000
-10.079421737487528787  0.000000000000000000 0.000000000000000000
-10.069421737570577235  0.000000000000000000 0.000000000000000000
-10.059421737653625684  0.000000000000000000 0.000000000000000000
-10.049421737736674132  0.000000000000000000 0.000000000000000000
-10.039421737819724356  0.000000000000000000 0.000000000000000000
-10.029421737902772804  0.000000000000000000 0.000000000000000000
-10.019421737985821252  0.000000000000000000 0.000000000000000000
-10.009421738068871477  0.000000000000000000 0.000000000000000000
-9.999421738151919925  0.000000000000000000 0.000000000000000000
-9.989421738234968373  0.000000000000000000 0.000000000000000000
-9.979421738318016821  0.000000000000000000 0.000000000000000000
-9.969421738401067046  0.000000000000000000 0.000000000000000000
-9.959421738484115494  0.000000000000000000 0.000000000000000000
-9.949421738567163942  0.000000000000000000 0.000000000000000000
-9.939421738650214166  0.000000000000000000 0.000000000000000000
-9.929421738733262615  0.000000000000000000 0.000000000000000000
-9.919421738816311063  0.000000000000000000 0.000000000000000000
-9.909421738899359511  0.000000000000000000 0.000000000000000000
-9.899421738982409735  0.000000000000000000 0.000000000000000000
-9.889421739065458183  0.000000000000000000 0.000000000000000000
-9.879421739148506632  0.000000000000000000 0.000000000000000000
-9.869421739231555080  0.000000000000000000 0.000000000000000000
-9.859421739314605304  0.000000000000000000 0.000000000000000000
-9.849421739397653752  0.000000000000000000 0.000000000000000000
-9.839421739480702200  0.000000000000000000 0.000000000000000000
-9.829421739563752425  0.000000000000000000 0.000000000000000000
-9.819421739646800873  0.000000000000000000 0.000000000000000000
-9.809421739729849321  0.000000000000000000 0.000000000000000000
-9.799421739812897769  0.000000000000000000 0.000000000000000000
-9.789421739895947994  0.000000000000000000 0.000000000000000000
-9.779421739978996442  0.000000000000000000 0.000000000000000000
-9.769421740062044890  0.000000000000000000 0.000000000000000000
-9.759421740145095114  0.000000000000000000 0.000000000000000000
-9.749421740228143562  0.000000000000000000 0.000000000000000000
-9.739421740311192011  0.000000000000000000 0.000000000000000000
-9.729421740394240459  0.000000000000000000 0.000000000000000000
-9.719421740477290683  0.000000000000000000 0.000000000000000000
-9.709421740560339131  0.000000000000000000 0.000000000000000000
-9.699421740643387579  0.000000000000000000 0.000000000000000000
-9.689421740726437804  0.000000000000000000 0.000000000000000000
-9.679421740809486252  0.000000000000000000 0.000000000000000000
-9.669421740892534700  0.000000000000000000 0.000000000000000000
-9.659421740975583148  0.000000000000000000 0.000000000000000000
-9.649421741058633373  0.000000000000000000 0.000000000000000000
-9.639421741141681821  0.000000000000000000 0.000000000000000000
-9.629421741224730269  0.000000000000000000 0.000000000000000000
-9.619421741307778717  0.000000000000000000 0.000000000000000000
-9.609421741390828942  0.000000000000000000 0.000000000000000000
-9.599421741473877390  0.000000000000000000 0.000000000000000000
-9.589421741556925838  0.000000000000000000 0.000000000000000000
-9.579421741639976062  0.000000000000000000 0.000000000000000000
-9.569421741723036945  0.000000000000000000 0.000000000000000000
-9.559421741806085393  0.000000000000000000 0.000000000000000000
-9.549421741889133841  0.000000000000000000 0.000000000000000000
-9.539421741972184066  0.000000000000000000 0.000000000000000000
-9.529421742055232514  0.000000000000000000 0.000000000000000000
-9.519421742138280962  0.000000000000000000 0.000000000000000000
-9.509421742221329410  0.000000000000000000 0.000000000000000000
-9.499421742304379634  0.000000000000000000 0.000000000000000000
-9.489421742387428083  0.000000000000000000 0.000000000000000000
-9.479421742470476531  0.000000000000000000 0.000000000000000000
-9.469421742553524979  0.000000000000000000 0.000000000000000000
-9.459421742636575203  0.000000000000000000 0.000000000000000000
-9.449421742719623651  0.000000000000000000 0.000000000000000000
-9.439421742802672100  0.000000000000000000 0.000000000000000000
-9.429421742885722324  0.000000000000000000 0.000000000000000000
-9.419421742968770772  0.000000000000000000 0.000000000000000000
-9.409421743051819220  0.000000000000000000 0.000000000000000000
-9.399421743134867668  0.000000000000000000 0.000000000000000000
-9.389421743217917893  0.000000000000000000 0.000000000000000000
-9.379421743300966341  0.000000000000000000 0.000000000000000000
-9.369421743384014789  0.000000000000000000 0.000000000000000000
-9.359421743467065014  0.000000000000000000 0.000000000000000000
-9.349421743550113462  0.000000000000000000 0.000000000000000000
-9.339421743633161910  0.000000000000000000 0.000000000000000000
-9.329421743716210358  0.000000000000000000 0.000000000000000000
-9.319421743799260582  0.000000000000000000 0.000000000000000000
-9.309421743882309030  0.000000000000000000 0.000000000000000000
-9.299421743965357479  0.000000000000000000 0.000000000000000000
-9.289421744048407703  0.000000000000000000 0.000000000000000000
-9.279421744131456151  0.000000000000000000 0.000000000000000000
